id,context_type,label
1432864668284973061,News,U
1432813244742205444,Medical Information,A
1432801150181560325,Sideburn,U
1432797323046932491,Medical Information,A
1432790630896439302,Sideburn,U
1432783132839788545,Flu_News,A
1432780228808650756,Warning,A
1432776166729912320,News,U
1432771221104517121,Flu_News,A
1432758360684773383,Poem,U
1432751843898281996,Flu_News,A
1432751596706861060,Medical Information,A
1432720346600415241,Inquiry,A
1432719758978338826,Inquiry,A
1432719329393512458,Inquiry,A
1432718629691404295,Inquiry,A
1432714793371193352,News,U
1432678274103119873,Warning,A
1432676223658995712,Medical Information,A
1432666301546250247,Warning,A
1432656355320606723,Warning,A
1432655244257861632,Warning,A
1432647634188185602,Sideburn,U
1432644770208305156,Warning,A
1432635769340956672,Warning,A
1432629407995285507,Warning,A
1432628828313169921,Warning,A
1432611325058818051,Warning,A
1432587717653712896,Warning,A
1432574874829131778,Sideburn,U
1432501266714959874,News,U
1432476851423924227,Warning,A
1432476357326430214,Warning,A
1432474369561923588,Warning,A
1432472907586969601,Warning,A
1432467239320670218,Warning,A
1432466193219207183,Poem,U
1432443793563922433,Sideburn,U
1432425170661265415,Sideburn,U
1432408694172618752,Medical Information,A
1432348561354727429,Medical Information,A
1432312148223569926,Medical Information,A
1432297862474387460,Medical Information,A
1432291048135528452,Medical Information,A
1432281252086833155,Poem,U
1432257009714405377,Medical Information,A
1432256994690338816,Medical Information,A
1432256975518195714,Medical Information,A
1432243410149183488,News,U
1432221429043433472,Sideburn,U
1432196386683072514,Sideburn,U
1432177649045184517,Sideburn,U
1432147523204960257,Sideburn,U
1432146050618380288,News,U
1432131711794561029,Sideburn,U
1432120672529096709,Sideburn,U
1432090634312163328,Sideburn,U
1432072367241449472,Sideburn,U
1432062365462405130,News,U
1432272567281278981,Sideburn,U
1432075232626548741,Medical Information,A
1431872570387800065,Sideburn,U
1431563994482028548,Complaint,I
1431444844254306306,Sideburn,U
1430994927182360583,Complaint,I
1430589103238754308,Sideburn,U
1428741111892242435,Health_issue,U
1428013357009940488,Flu_News,A
1423126898691952640,Complaint,I
1421779674787688456,Sideburn,U
1421313053107294211,Sideburn,U
1420872837531848706,News,U
1418664136246972418,Sideburn,U
1415552804798799874,Sideburn,U
1414637678503546881,News,U
1414129335364112389,Flu_News,A
1413188304657391616,Sideburn,U
1413081248470380544,Sideburn,U
1412913690949607429,Sideburn,U
1436517037770264578,Sideburn,U
1436462178241032194,Health_issue,U
1436258373083836454,Sideburn,U
1435698228771557385,Sideburn,U
1434855791874527238,Advertisement,U
1434538868829741056,Sideburn,U
1433821085116604421,News,U
1423785791692722178,Sideburn,U
1419755145689247745,Sideburn,U
1413161987551514626,Sideburn,U
1408889548659216386,Out-of-date event,A
1408328455339532296,Advertisement,U
1405885296890236938,Joke,U
1399518581017219074,Medical Information,A
1396398056640237571,Complaint,I
1395011799569866753,Sideburn,U
1393914085872373766,Sideburn,U
1391124375970189319,Sideburn,U
1387901830999445507,Sideburn,U
1387879530363228160,Health_issue,U
1386040682607951873,Sideburn,U
1385612215550627840,Sideburn,U
1371156620034637826,Sideburn,U
1367433977947168770,Sideburn,U
1361276765533011971,Complaint,I
1350748245274849280,Sideburn,U
1341038085094694912,Another person case,A
1339495401553076224,Out-of-date event,A
1339180426666135559,Concern,A
1334552955694047232,Complaint,I
1331623021094838272,News,U
1331368576490549251,Joke,U
1327969001784418308,Inquiry,A
1318070518453538819,News,U
1308407929545121798,News,U
1286308064107335686,Flu_News,A
1282768511870341128,Sideburn,U
1282443937668575233,Sideburn,U
1281709322632863748,Sideburn,U
1281342797648461827,News,U
1436686233569308682,Sideburn,U
1436685724221427716,Sideburn,U
1436685560622501893,Sideburn,U
1436685552456249351,Sideburn,U
1436685267415490567,Sideburn,U
1436683544970121223,Sideburn,U
1436683219533959168,Sideburn,U
1436680741383987204,Sideburn,U
1436678997124030465,Sideburn,U
1436678573457297408,Sideburn,U
1436677984468017157,Sideburn,U
1436675726409965575,Sideburn,U
1436673904962121731,Sideburn,U
1436673141867270144,Sideburn,U
1436671839246462979,Sideburn,U
1436670438499827714,Poem,U
1436667143114874888,Sideburn,U
1436664538632540165,Sideburn,U
1436664207152451590,Sideburn,U
1436663717157081088,Sideburn,U
1436662472304435202,Poem,U
1436656994618953734,Sideburn,U
1436653904587014149,Sideburn,U
1436643341979078659,Flu_News,A
1436639534050160641,Sideburn,U
1436637610819133445,Sideburn,U
1436636908969500674,Sideburn,U
1436635187694252033,Health_issue,U
1436619338459623426,Sideburn,U
1436616334671060993,Sideburn,U
1436610524721160195,Sideburn,U
1436564610144997379,Sideburn,U
1436533169096994818,Sideburn,U
1436528501709021191,Sideburn,U
1436526266279137283,Sideburn,U
1436523769573646338,Sideburn,U
1436507474534731778,Sideburn,U
1436503530391678978,Sideburn,U
1436490483946168321,Sideburn,U
1436485667463303178,Health_issue,U
1436484197208711171,Sideburn,U
1436474496068866054,Sideburn,U
1436469598744891393,Complaint,I
1436467089531969576,Sideburn,U
1436464125358612543,Sideburn,U
1436451566190567436,Sideburn,U
1436449739420180480,Sideburn,U
1436444311164526597,Sideburn,U
1436443188605095939,Poem,U
1436436660162551815,Sideburn,U
1436428498390900738,Sideburn,U
1436422262786338816,Sideburn,U
1436421527218626594,Sideburn,U
1436412115376611330,Sideburn,U
1436398971153485829,Sideburn,U
1436398351793131555,Sideburn,U
1436394027004334098,Sideburn,U
1436386684325797895,Sideburn,U
1436383726351626248,Sideburn,U
1436379834385633281,Sideburn,U
1436372309141606422,Sideburn,U
1436367221975142416,Sideburn,U
1436357262583508996,Sideburn,U
1436344854083158022,Sideburn,U
1436333415465369600,Sideburn,U
1436329022066151431,Poem,U
1436320323104878611,Sideburn,U
1436313945250349060,Sideburn,U
1436313191705948201,Health_issue,U
1436311733581328411,Sideburn,U
1436306836127428621,Sideburn,U
1436306648918863902,Sideburn,U
1436302761457561621,Sideburn,U
1436289462988853285,Sideburn,U
1436275816095178757,Sideburn,U
1436271627667394586,Sideburn,U
1436244613908639754,Sideburn,U
1436243520323559428,Sideburn,U
1436236729137123331,Health_issue,U
1436210089975758849,Sideburn,U
1436180043353440258,Sideburn,U
1436177597587759105,Sideburn,U
1436168552025935881,Sideburn,U
1436164982975172614,Sideburn,U
1436155229528002564,Sideburn,U
1436145846702252032,Sideburn,U
1436143543941271553,Poem,U
1436118459415470084,Sideburn,U
1436106883132182531,Sideburn,U
1436094068594028549,Sideburn,U
1436089266011099144,Sideburn,U
1436088305125363718,Sideburn,U
1436084576309456902,Sideburn,U
1436080566294745091,Sideburn,U
1436078199646130176,Sideburn,U
1436078030275874827,Sideburn,U
1436077761429442561,Sideburn,U
1436074447346282499,Sideburn,U
1436074029358755850,Sideburn,U
1436070493438742532,Sideburn,U
1436067904873697285,Sideburn,U
1436061453606342659,Sideburn,U
1436058065854418953,Sideburn,U
1436051198197575681,Sideburn,U
1436042110487105547,Sideburn,U
1436039556076290052,Sideburn,U
1436038610302783490,Sideburn,U
1436038361370738694,Sideburn,U
1436034895999115275,Sideburn,U
1436029588392615938,Sideburn,U
1436027836192722950,Sideburn,U
1436020041749868548,Sideburn,U
1436011820829970433,Sideburn,U
1436008460500492291,Sideburn,U
1436005283310997511,Health_issue,U
1436004619466035200,Sideburn,U
1436004074432892931,Sideburn,U
1435993789743734788,Sideburn,U
1435981306345754639,Sideburn,U
1435969069610684419,Sideburn,U
1435965110439211011,Sideburn,U
1435964535668723713,Poem,U
1435953014519566345,Sideburn,U
1435950596020965383,Sideburn,U
1435945192352329732,Sideburn,U
1435943975584735234,Sideburn,U
1435931358824644615,News,U
1435928316800815105,Sideburn,U
1435910969222438918,Sideburn,U
1435899786436255749,Sideburn,U
1435879899756171266,Sideburn,U
1435872748186873856,Sideburn,U
1435862899696746498,Sideburn,U
1435856226974371840,Sideburn,U
1435855198598189056,Sideburn,U
1435854838756265985,Sideburn,U
1435815856781541378,Sideburn,U
1435803686173913088,Sideburn,U
1435778743289761798,Sideburn,U
1435771470177787905,Sideburn,U
1435765006474305538,Sideburn,U
1435749709528932354,Sideburn,U
1435741075042443269,Sideburn,U
1435725159248404484,Poem,U
1435721415483875339,Sideburn,U
1435712124618162180,Sideburn,U
1435709726898233345,Sideburn,U
1435705580002422786,Sideburn,U
1435705180738228226,Sideburn,U
1435698317623799810,Poem,U
1435698176032391172,Poem,U
1435697292619788288,Sideburn,U
1435688879005310989,Poem,U
1435686500042170368,Poem,U
1435679637212958721,Sideburn,U
1435679226611515392,Sideburn,U
1435669035975389186,Sideburn,U
1435666692936437760,Sideburn,U
1435665534415040512,Sideburn,U
1435663942999855104,Sideburn,U
1435659269341425670,Sideburn,U
1435652881345093639,Sideburn,U
1435648434426499080,Sideburn,U
1435640359724490755,Sideburn,U
1435637571669962756,Sideburn,U
1435628207613558789,Sideburn,U
1435609044153257987,Sideburn,U
1435608950704115720,Sideburn,U
1435605565447811074,Sideburn,U
1435602890689851399,Sideburn,U
1435567520577097729,Poem,U
1435567163990028294,Sideburn,U
1435566650238058496,Sideburn,U
1435565865823522819,Sideburn,U
1435563297869340674,Sideburn,U
1435524214400880642,Sideburn,U
1435523433840975879,Sideburn,U
1435521819818217478,Sideburn,U
1435500681192935424,Poem,U
1435498198865432580,Poem,U
1435492114142572545,Health_issue,U
1435490855314464770,Sideburn,U
1435480880819183620,Sideburn,U
1435464740030009350,Sideburn,U
1435448768355348486,Sideburn,U
1435436946193530885,Sideburn,U
1435432417838387200,Health_issue,U
1435410742388432906,Sideburn,U
1435407881495584772,Health_issue,U
1435396672343977988,Poem,U
1435378291226169348,Sideburn,U
1435370975445594113,Sideburn,U
1435334346022531080,Sideburn,U
1435327024177033230,Sideburn,U
1435313609136123912,Sideburn,U
1435312106480578567,Sideburn,U
1435300370033557510,Sideburn,U
1435296451614150661,Sideburn,U
1435293555585605633,Sideburn,U
1435291429522214913,Sideburn,U
1435286623026044934,Sideburn,U
1435276904668540929,Poem,U
1435267447813251073,Health_issue,U
1435264066159878144,Poem,U
1435255504117374983,Sideburn,U
1435254674307919875,Poem,U
1435254541532999687,Poem,U
1435230427552309258,Sideburn,U
1435229333145149444,Sideburn,U
1435224278803300357,Health_issue,U
1435205432868491264,Sideburn,U
1435202781183422468,Sideburn,U
1435200240471130112,Sideburn,U
1435196635856912387,Sideburn,U
1435189419112345600,Sideburn,U
1435169131389759489,Health_issue,U
1435132532522164226,Sideburn,U
1435124043464810496,Sideburn,U
1435115848533004288,Sideburn,U
1435097842494889984,Poem,U
1435079074263744520,Sideburn,U
1435078781463584772,Sideburn,U
1435042772780818435,Sideburn,U
1435039452662050818,Health_issue,U
1435031230324609024,Sideburn,U
1435021076455739392,Sideburn,U
1435014574701436929,Sideburn,U
1435013385708621824,Sideburn,U
1435010529605660676,Sideburn,U
1435002386943201283,Sideburn,U
1435002198572761090,Sideburn,U
1435000011817988096,Sideburn,U
1434994578344513544,Sideburn,U
1434991757318627329,Sideburn,U
1434990276796428288,Sideburn,U
1434986929100140544,Sideburn,U
1434985924996251649,Sideburn,U
1434976462344531976,Sideburn,U
1434976277220442112,Sideburn,U
1434968356482953229,Sideburn,U
1434950375304572932,Sideburn,U
1434948830424883206,Sideburn,U
1434947847825334275,Sideburn,U
1434939999150133254,Sideburn,U
1434930005864329217,Sideburn,U
1434909817223667720,Sideburn,U
1434895009661206537,Sideburn,U
1434893025235329041,Sideburn,U
1434891101631139844,Sideburn,U
1434872595086811139,Sideburn,U
1434872508277305344,Sideburn,U
1434853037709971458,Health_issue,U
1434842245551824898,Health_issue,U
1434840628828020739,Health_issue,U
1434832232678674436,Sideburn,U
1434820070681808896,Sideburn,U
1434815064201175041,Sideburn,U
1434799549147762691,Sideburn,U
1434795040564523012,Sideburn,U
1434784402387750912,Sideburn,U
1434782273916833793,Poem,U
1434696055262679047,Sideburn,U
1434685436073496583,News,U
1434679577541029889,Sideburn,U
1434666822599598082,Sideburn,U
1434653085276725249,Sideburn,U
1434647898663358471,Poem,U
1434647685764628484,Health_issue,U
1434638344215044096,Sideburn,U
1434632641995841536,Sideburn,U
1434614809761304578,Sideburn,U
1434596524814737410,Sideburn,U
1434595275553878016,Sideburn,U
1434589316337094658,Sideburn,U
1434587954425520136,Sideburn,U
1434587176390512643,Sideburn,U
1434583714382684169,Sideburn,U
1434580372394741763,Sideburn,U
1434579519969636355,Sideburn,U
1434577042398486532,Sideburn,U
1434553791043575814,Sideburn,U
1434551699495084034,Sideburn,U
1434549507753136128,Sideburn,U
1434536631214690309,Sideburn,U
1434533850055593987,Sideburn,U
1434507687434375168,Sideburn,U
1434492300651114504,Sideburn,U
1434479039394234373,Sideburn,U
1434472982412513284,Sideburn,U
1434457553690365953,Sideburn,U
1434454914214793216,Sideburn,U
1434436033676972033,Sideburn,U
1434433946251583488,Sideburn,U
1434404756315836417,Sideburn,U
1434393582220320768,Sideburn,U
1434345518486929410,Poem,U
1434342900805025792,Sideburn,U
1434341665398005760,Sideburn,U
1434326732564226048,Sideburn,U
1434310781173125123,Sideburn,U
1434309594499764228,Sideburn,U
1434284393720332298,Sideburn,U
1434271818706300939,Poem,U
1434271444075225091,Sideburn,U
1434248412589957123,Sideburn,U
1434232562780712966,Sideburn,U
1434230382807953410,Sideburn,U
1434229564415303684,Sideburn,U
1434220433591635976,Sideburn,U
1434218449069350917,Sideburn,U
1434216365704073226,Advertisement,U
1434215637132394497,Sideburn,U
1434214336050966531,Sideburn,U
1434211909671264257,Sideburn,U
1434196656296189963,Sideburn,U
1434185989514203140,Sideburn,U
1434184228686729216,Sideburn,U
1434165584619573259,Sideburn,U
1434152937337630720,Sideburn,U
1434109412390707200,Sideburn,U
1434096004001902594,Sideburn,U
1434036701261860865,Sideburn,U
1434033759297355777,Sideburn,U
1434022693259694083,Health_issue,U
1434012849974751234,Sideburn,U
1433982939923165184,Sideburn,U
1433970175884337152,Sideburn,U
1433967308477800451,Poem,U
1433940383722000388,Sideburn,U
1433917465902333955,Sideburn,U
1433917335560151046,Sideburn,U
1433916435970023424,Sideburn,U
1433911968746835969,Sideburn,U
1433893678632914945,Sideburn,U
1433866823829704708,Poem,U
1433856354091941891,Sideburn,U
1433853967117791236,Sideburn,U
1433849098734551041,Sideburn,U
1433836517202530305,Sideburn,U
1433836323958366214,Sideburn,U
1433832515417088010,Sideburn,U
1433783387333046273,Sideburn,U
1433777628792737825,Sideburn,U
1433775781444997120,Sideburn,U
1433775407766048771,Sideburn,U
1433769336011907101,Sideburn,U
1433766738231975978,Sideburn,U
1433749916246061059,Health_issue,U
1433748881704116238,Sideburn,U
1433735243954073601,Sideburn,U
1433734377301815316,Sideburn,U
1433692685534175233,Sideburn,U
1433684406695251994,Sideburn,U
1433638464466128898,Sideburn,U
1433634455923593216,Sideburn,U
1433630940484485126,Sideburn,U
1433625641434427405,Poem,U
1433620663542104067,Sideburn,U
1433454480956219398,News,U
1433425371114864642,Sideburn,U
1436671117788385287,Sideburn,U
1436666023554555908,Sideburn,U
1436665369570201605,Sideburn,U
1436662284370198528,Complaint,I
1436661882195222529,Poem,U
1436661307445587977,Complaint,I
1436661114952093709,Sideburn,U
1436660619239989250,Poem,U
1436655410052730882,Sideburn,U
1436651363170197507,Supplication,U
1436650990569132033,Poem,U
1436650344780599297,Poem,U
1436650109715030021,Sideburn,U
1436645693502930945,Sideburn,U
1436643874122960896,Sideburn,U
1436642368174936065,Poem,U
1436641675548430338,Sideburn,U
1436639291220938758,Another person case,A
1436638979747717122,Poem,U
1436637644881076231,Sideburn,U
1436635387439484933,Sideburn,U
1436631770766712838,Sideburn,U
1436629140178980864,Sideburn,U
1436621823060348931,Sideburn,U
1436620450331828224,Sideburn,U
1436618918005706756,Poem,U
1436616014591152132,Sideburn,U
1436595157441392641,Sideburn,U
1436593247057588227,Sideburn,U
1436582535576829954,Poem,U
1436582489233969157,Sideburn,U
1436581258654531586,Supplication,U
1436576603308503043,Sideburn,U
1436573878101450752,Supplication,U
1436565941719031810,Sideburn,U
1436559299933843457,Sideburn,U
1436556505558437892,Sideburn,U
1436545853796274180,Sideburn,U
1436521246267740163,Sideburn,U
1436503266507083785,Sideburn,U
1436500973598482434,Complaint,I
1436500377311064070,Sideburn,U
1436486064051572738,Supplication,U
1436469706081374219,Poem,U
1436468517134651392,Poem,U
1436465989789655083,Poem,U
1436459676590383136,Sideburn,U
1436458424347279360,Sideburn,U
1436453198093602821,Poem,U
1436448982956482595,Poem,U
1436445448772927491,Supplication,U
1436442622126661635,Sideburn,U
1436441358219218946,Complaint,I
1436437114820956169,Sideburn,U
1436436151192199169,Sideburn,U
1436435100829470723,Poem,U
1436434514138570812,Supplication,U
1436433177946509314,Poem,U
1436432806264123394,Joke,U
1436432219195777042,Sideburn,U
1436429966858723328,Poem,U
1436428893951565852,Sideburn,U
1436427771564204040,Poem,U
1436427408572358677,Sideburn,U
1436424602524209158,Sideburn,U
1436424288509349890,Poem,U
1436420253530136576,Sideburn,U
1436418412159373313,Poem,U
1436417292997468162,Sideburn,U
1436413610163687424,Sideburn,U
1436410742840954886,Poem,U
1436409826368757765,Sideburn,U
1436408944419803144,Sideburn,U
1436408086483382273,Sideburn,U
1436407495531040769,Sideburn,U
1436402981394595842,Poem,U
1436400949703086085,Poem,U
1436398999800516610,Sideburn,U
1436396402612047874,Sideburn,U
1436395739014438914,Sideburn,U
1436393072657580032,News,U
1436388324919369729,Sideburn,U
1436387198702694400,Sideburn,U
1436385985076531217,News,U
1436382727427829764,Supplication,U
1436380354672201746,Supplication,U
1436378008420503552,Sideburn,U
1436377611727515648,Sideburn,U
1436375374548684827,News,U
1436369981831319555,Sideburn,U
1436362606781124623,Sideburn,U
1436355058111815684,Inquiry,A
1436353090505121795,Sideburn,U
1436351278532153346,Sideburn,U
1436349118096580609,Sideburn,U
1436347809117003778,Sideburn,U
1436341174592278536,Sideburn,U
1436340034467160080,Sideburn,U
1436338660987789349,Complaint,I
1436338468716679172,Poem,U
1436337562377990144,Sideburn,U
1436330210161483790,Sideburn,U
1436330138996776969,Sideburn,U
1436322946759503875,Sideburn,U
1436322047047651329,Sideburn,U
1436318076295917620,Sideburn,U
1436314550278762544,Joke,U
1436302186707832835,Sideburn,U
1436299890540285955,Supplication,U
1436299100874498051,Sideburn,U
1436298431102955521,Sideburn,U
1436298405404418050,Sideburn,U
1436298041691103239,Sideburn,U
1436294536901312517,Sideburn,U
1436289528994701312,Sideburn,U
1436283929162563585,Supplication,U
1436283405721903106,Supplication,U
1436280165588422677,Sideburn,U
1436278393008496644,Sideburn,U
1436273225911185412,Sideburn,U
1436272930590183442,Supplication,U
1436270315315810314,Supplication,U
1436254582108217345,Supplication,U
1436254186086314009,Supplication,U
1436239920058839046,Sideburn,U
1436200187517603840,Sideburn,U
1436198733390155776,Poem,U
1436168773996847108,Sideburn,U
1436135522649448454,Sideburn,U
1436123161934901249,Poem,U
1436103498303631412,Supplication,U
1436099333657702401,Poem,U
1436094246457589760,Complaint,I
1436093349191106571,Sideburn,U
1436086436378390531,Sideburn,U
1436085254201253898,Sideburn,U
1436081769724485633,Sideburn,U
1436081019371859971,Poem,U
1436076907104243714,Sideburn,U
1436075222432681985,Poem,U
1436074667803037699,Sideburn,U
1436072456679313415,Sideburn,U
1436070118296064011,Sideburn,U
1436068820171505671,Sideburn,U
1436063301784555521,Complaint,I
1436052181057216514,Sideburn,U
1436040431033270274,News,U
1436037906569760778,Complaint,I
1436036150205063169,Sideburn,U
1436033852770766855,Sideburn,U
1436029791799554053,Poem,U
1436029596181352450,Sideburn,U
1436025528578883584,Poem,U
1436020862021509120,Poem,U
1436009740455268354,Complaint,I
1436002865307340807,Poem,U
1436001859827871745,Supplication,U
1435996372503863306,Sideburn,U
1435984375611539462,Sideburn,U
1435979408712548353,Complaint,I
1435977319747883013,Sideburn,U
1435976369159254017,Poem,U
1435967844307521537,Poem,U
1435960796979290115,Poem,U
1435959596934254595,Joke,U
1435959156159094785,Sideburn,U
1435956432394936324,Sideburn,U
1435950058470526980,Sideburn,U
1435947544425680897,Complaint,I
1435940469754712066,Poem,U
1435939014641586178,Sideburn,U
1435936304173404166,Sideburn,U
1435927971882283016,Sideburn,U
1435923257304264707,News,U
1435917763911032833,Sideburn,U
1435916752207204357,Sideburn,U
1435915195424124933,Poem,U
1435911373544988677,Sideburn,U
1435910672269914112,Sideburn,U
1435903567018201090,Sideburn,U
1435899888022298625,Sideburn,U
1435892994025172995,Sideburn,U
1435892041834287106,Sideburn,U
1435889353000042499,News,U
1435888194365579267,Complaint,I
1435886208719130625,Sideburn,U
1435877039958003714,Poem,U
1435867233423613958,Sideburn,U
1435856413272727553,Sideburn,U
1435856280388833280,Sideburn,U
1435845426696044544,Poem,U
1435840525962289156,Supplication,U
1435822493294637058,Sideburn,U
1435821684150448129,Sideburn,U
1435817322120425482,Poem,U
1435816721714192387,Sideburn,U
1435815511871340544,Supplication,U
1435811524275277829,Supplication,U
1435811340132577282,Sideburn,U
1435794161664503816,Sideburn,U
1435765137365929992,Sideburn,U
1435761167960526854,Poem,U
1435760176284545027,Sideburn,U
1435756262461956098,Poem,U
1435749079833776132,Poem,U
1435740591191699458,Poem,U
1435738657177079808,Joke,U
1435738331468509189,Sideburn,U
1435735081725870080,Sideburn,U
1435732902780735490,Sideburn,U
1435728736817721347,Sideburn,U
1435727688631734279,Poem,U
1435712457574584323,Warning,A
1435710553356390402,Poem,U
1435708439641174022,Sideburn,U
1435708135063367680,Sideburn,U
1435705441321893896,Complaint,I
1435704344503062530,Sideburn,U
1435703873251991557,Joke,U
1435703598437048321,Sideburn,U
1435697895131471878,Sideburn,U
1435696945486512130,Supplication,U
1435694541613502471,Joke,U
1435693149440155656,Sideburn,U
1435692888554364928,Poem,U
1435692810745827333,Sideburn,U
1435690587894829059,Supplication,U
1435690065066401802,Poem,U
1435681344395304965,Complaint,I
1435680365348376578,Sideburn,U
1435679286820737031,Sideburn,U
1435675324667334662,Sideburn,U
1435671801296785416,Complaint,I
1435669836277948416,News,U
1435669526310371328,News,U
1435669499546570761,News,U
1435666001828454402,News,U
1435663961366609920,Sideburn,U
1435663690930561030,Poem,U
1435662454672044040,Sideburn,U
1435658010928500755,Sideburn,U
1435653684063576064,Poem,U
1435649173546835970,Sideburn,U
1435647815515099141,Sideburn,U
1435647522899468289,Sideburn,U
1435646347827453952,Sideburn,U
1435645726252490756,Sideburn,U
1435643667214176258,Poem,U
ص١٧٧,Poem,U
1435634107220889601,Sideburn,U
1435634061112905735,Sideburn,U
1435627837655076865,Sideburn,U
1435624209028370438,Sideburn,U
1435622209125486592,News,U
1435620832160718852,News,U
1435620586571567104,News,U
1435619683017768966,News,U
1435613858807390211,Another person case,A
1435611788981178373,Sideburn,U
1435611210599256068,Sideburn,U
1435600157177954310,Sideburn,U
1435597279407321088,Supplication,U
1435595549567238150,Sideburn,U
1435593786005114882,Sideburn,U
1435593284819329024,Poem,U
1435591401736220678,Joke,U
1435587529433092097,Sideburn,U
1435582491306385413,Supplication,U
1435580811928117251,Sideburn,U
1435577888049401856,Poem,U
1435577809708199941,Poem,U
1435572404206592001,Health_issue,U
1435571624355450882,Sideburn,U
1435570580858810369,News,U
1435570272413831173,Complaint,I
1435566585402597382,News,U
1435565357985640459,Poem,U
1435559485804777473,Poem,U
1435549219515994117,Sideburn,U
1435548511370719240,Poem,U
1435542321278431232,Sideburn,U
1435541738526068737,Sideburn,U
1435537076913590273,Sideburn,U
1435527735246561282,Complaint,I
1435527719165603842,Poem,U
1435521885115232257,Poem,U
1435513317817298944,Poem,U
1435506305809227777,Sideburn,U
1435486488330911747,Poem,U
1435469558291353600,Sideburn,U
1435466198741884931,Supplication,U
1435454836494028805,Supplication,U
1435447760862564352,Supplication,U
1435447476677496832,Supplication,U
1435443959921356801,Sideburn,U
1435427191471366144,Supplication,U
1435425932563656709,Sideburn,U
1435423836296695808,Poem,U
1435418441171849218,Supplication,U
1435400681045770241,Supplication,U
1435399721129025541,Sideburn,U
1435398750931980292,Poem,U
1435393969039478787,Poem,U
1435382454206992388,Sideburn,U
1435380203564457989,Supplication,U
1435379092589846530,Complaint,I
1435372396962328578,Sideburn,U
1435371746836811781,Sideburn,U
1435371517844594688,Sideburn,U
1435366451716710401,News,U
1435362572115525643,Sideburn,U
1435357616264425474,Poem,U
1435356718448402439,Poem,U
1435354390592905218,Sideburn,U
1435351986774454278,News,U
1435350914949341192,News,U
1435348915910594566,Sideburn,U
1435346072562507777,Supplication,U
1435343099539099652,Poem,U
1435341700558372871,Poem,U
1435335446708559873,Poem,U
1435331575743401985,Complaint,I
1435325957368393729,Complaint,I
1435325398527713285,Sideburn,U
1435322202761666576,Poem,U
1435320295804526597,Complaint,I
1435319270058119169,Sideburn,U
1435319177296977922,Supplication,U
1435312789560741888,Poem,U
1435308720045559814,Sideburn,U
1435304974347550736,Poem,U
1435304534130241543,Poem,U
1435297450273742849,Sideburn,U
1435293538003001346,Sideburn,U
1435287184022679556,Supplication,U
1435285507374780423,Sideburn,U
1435284887167291402,Supplication,U
1435277281065201665,Joke,U
1435272980515405831,Sideburn,U
1435272807236186123,Sideburn,U
1435269446352912384,Poem,U
1435268449425571840,Sideburn,U
1435267676440518660,Complaint,I
1435259591324061700,Sideburn,U
1435258430290341891,Flu_News,A
1435257156597600262,Poem,U
1435254193279967234,Supplication,U
1435250654214242304,Sideburn,U
1435248372613517318,Sideburn,U
1435240659745640453,Sideburn,U
1435240224595005441,Sideburn,U
1435237506618904586,Complaint,I
1435234130611032065,Sideburn,U
1435217745436712964,Sideburn,U
1435215119752048649,Sideburn,U
1435214207285436421,Poem,U
1435209931381215239,Complaint,I
1435208074067853312,Supplication,U
1435208017386037251,Sideburn,U
1435205605380214785,Sideburn,U
1435201033752522752,Sideburn,U
1435201032506728452,Complaint,I
1435196146570383360,Sideburn,U
1435192868067581952,Supplication,U
1435182876971225090,Sideburn,U
1435182874752425985,Sideburn,U
1435182522875490309,Sideburn,U
1435180792779522048,Poem,U
1435161736877850626,Sideburn,U
1435155998210207747,Supplication,U
1435134435960233984,Inquiry,A
1435133222090940422,Sideburn,U
1435132444731117568,Another person case,A
1435130063020703747,Sideburn,U
1435120856955564035,Warning,A
1435119785600241665,Complaint,I
1435115442272718848,Sideburn,U
1435075339949117440,Sideburn,U
1435074828986376197,Complaint,I
1435074615295057921,Sideburn,U
1435074081414647809,Sideburn,U
1435073095463755778,Sideburn,U
1435072612196093952,Sideburn,U
1435068539975749641,Concern,A
1435066947998212099,Sideburn,U
1435059317393305604,News,U
1435045394849935361,Sideburn,U
1435030175285223428,Complaint,I
1435019629009702917,Sideburn,U
1435005794785824768,Sideburn,U
1435005228370235399,Sideburn,U
1435002953958559744,News,U
1435000782613630981,Sideburn,U
1434999177688276996,Sideburn,U
1434997138665181185,Sideburn,U
1434989856367775747,Sideburn,U
1434986487062351880,Complaint,I
1434978084848078858,Sideburn,U
1434975133890977803,Sideburn,U
1434975083999727622,Sideburn,U
1434973483570712576,Sideburn,U
1434970270771654664,Sideburn,U
1434968144670494724,Poem,U
1434966758864064516,Sideburn,U
1434961490151362563,Poem,U
1434960884615589890,Poem,U
1434950514911944708,Sideburn,U
1434948486714232833,Sideburn,U
1434947970399719425,Poem,U
1434944774117724168,Poem,U
1434944616160120839,Complaint,I
1434942096608223233,Complaint,I
1434940761842327554,Sideburn,U
1434940647849533441,Sideburn,U
1434937093386653696,Sideburn,U
1434936194006126594,Sideburn,U
1434929570898133000,Sideburn,U
1434923041499320320,Sideburn,U
1434910387103805446,Complaint,I
1434903146828951556,News,U
1434901647222874115,Sideburn,U
1434899095219539977,Poem,U
1434899091314692101,Supplication,U
1434897538398756869,Supplication,U
1434892790467551236,Poem,U
1434890120608591875,Sideburn,U
1434888894424694785,Poem,U
1434886338881404934,Supplication,U
